key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq1046|AMY|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1047|03|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1048|29|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1049|2095|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1050|HPYAB|NNP|1|[]|[]
uniq1051|2094|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1052|2092|CD|2|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1053|93|CD|7|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1054|PANETH|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1055|Whitney|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1056|Short|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1057|Page|NNP|1|['filters/regex/addresses/city_zip_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1058|67094|CD|1|['filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1059|Morgan|NNP|1|['filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1060|Gabrielle|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1061|Oreilly|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1062|100|CD|1|['filters/regex/contact/xxx_xxx_CCCC.txt']|['POS MATCHER']
uniq1063|pack|NN|1|['filters/regex/contact/xxx_xxx_CCCC.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1064|20|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1065|2101|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1066|her|PRP$|1|['filters/regex/addresses/streetname_only_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1067|recent|JJ|1|['filters/regex/addresses/streetname_only_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1068|CT|NNP|1|['filters/regex/addresses/streetname_only_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1069|Wendy|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1070|Tapia|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1071|Wendy|NNP|1|['filters/regex/salutations/attending.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1072|Tapia|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1073|Jun|NNP|3|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1074|2101|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq1075|Oreilly|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1076|Trujillo|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1077|Pexam|NNP|2|[]|[]
uniq1078|Chavez|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1079|YO|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1080|8|CD|1|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1081|LLE|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/regex/addresses/streetname_only_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1082|DV|NNP|1|['filters/regex/addresses/streetname_only_transformed.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1083|Fidious|NNP|1|[]|[]
uniq1084|Ntbnp|NNP|1|[]|[]
uniq1085|embolizing|VBG|1|[]|[]
uniq1086|Earnest|NNP|1|['filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1087|Vanwinkle|NNP|1|['filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1088|90009|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1089|73|CD|5|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1090|Teresa|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1091|Hardy|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1092|36052413|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1093|q28d|JJ|1|[]|[]
uniq1094|64|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1095|transufion|NN|1|[]|[]
uniq1096|P96|NNP|1|[]|[]
uniq1097|BP|NNP|1|['filters/regex_context/initials.txt']|['filters/regex/safe/bp_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1098|162|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['filters/regex/safe/bp_safe.txt', 'POS MATCHER']
uniq1099|100|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['filters/regex/safe/bp_safe.txt', 'POS MATCHER']
uniq1100|3|CD|4|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1101|162|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1102|100|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1103|SMA7|NNP|4|['filters/regex/mrn_id/mixed004.txt']|[]
uniq1104|EVANS|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1105|NELSON|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1106|MAC|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1107|Thorpe|NNP|3|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1108|FU|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1109|Hardy|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1110|73|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1111|bros|NNS|1|[]|[]
uniq1112|guiaic|JJ|1|[]|[]
uniq1113|mammo|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1114|3|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1115|3|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1116|75|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1117|27|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1118|CLDL|NNP|1|[]|[]
uniq1119|Atkins|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1120|Nelson|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1121|Sims|NNP|1|['filters/regex/salutations/relative_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1122|HARDY|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1123|TERESA|NNP|6|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1124|360|CD|2|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1125|52|CD|2|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1126|3|CD|2|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1127|75|CD|12|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1128|Yong|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1129|4|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1130|The|DT|1|['filters/regex/salutations/name_age.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1131|patient|NN|1|['filters/regex/salutations/name_age.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1132|158|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1133|67|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1134|MW631|NNP|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|[]
uniq1135|33924|CD|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1136|HARRIET|NNP|2|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1137|XIA|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1138|HX82|NNP|2|['filters/regex/contact/pager.txt']|[]
uniq1139|07|CD|51|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1140|XIA|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1141|Jeter|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1142|April|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1143|2075|CD|1|['filters/regex/dates/month_name_of_yyyy_transformed.txt']|['POS MATCHER']
uniq1144|Abbeville|NNP|1|['filters/regex/addresses/hospital2.txt']|[]
uniq1145|161|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1146|93|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1147|July|NNP|2|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1148|2075|CD|1|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1149|JM057|NNP|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|[]
uniq1150|26484|CD|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1151|LATRISHA|NNP|2|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1152|ERVIN|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1153|LE72|NNP|2|['filters/regex/contact/pager.txt']|[]
uniq1154|ERVIN|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1155|36052413AGH|CD|1|['filters/regex/mrn_id/mixed003.txt']|['POS MATCHER']
uniq1156|2078|CD|7|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1157|9|CD|3|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1158|19|CD|4|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1159|Urbach|NNP|2|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1160|300|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1161|400s|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1162|June|NNP|4|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1163|2078|CD|1|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1164|7|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1165|spring|NN|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/season_of_yyyy_transformed.txt', 'filters/regex/dates/season_of_yy_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1166|2078|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/season_of_yyyy_transformed.txt']|['POS MATCHER']
uniq1167|102|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1168|78|CD|3|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1169|Pounds|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1170|enck|VBZ|1|[]|[]
uniq1171|UA|NNP|13|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1172|HARDY|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1173|21|CD|4|['filters/regex/dates/dd_month_name_yyyy_transformed.txt', 'filters/regex/dates/dd_month_name_transformed.txt']|['POS MATCHER']
uniq1174|Aug|NNP|8|['filters/regex/dates/dd_month_name_yyyy_transformed.txt', 'filters/regex/dates/dd_month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1175|2078|CD|3|['filters/regex/dates/dd_month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1176|07276|CD|2|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1177|142|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1178|15|CD|3|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1179|30|CD|2|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1180|Handle|NNP|3|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1181|10|CD|3|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1182|450|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1183|MONO|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1184|55661|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1185|CLOUDY|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1186|SP|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1187|GRV|NNP|1|[]|[]
uniq1188|EST|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1189|TR|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1190|DMT2|NNP|1|['filters/regex/mrn_id/mixed004.txt']|[]
uniq1191|6|CD|2|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1192|2078|CD|2|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1193|AlkPhos|NNP|1|[]|[]
uniq1194|WIll|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1195|September|NNP|1|['filters/regex/dates/month_name_dd_yy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1196|11|CD|1|['filters/regex/dates/month_name_dd_yy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq1197|13|CD|1|['filters/regex/dates/month_name_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1198|DM|NNP|4|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1199|Yolanda|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1200|Heather|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1201|Lanier|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1202|July|NNP|3|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1203|04|CD|4|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq1204|2073|CD|4|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq1205|Jacob|NNP|4|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1206|Bautista|NNP|4|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1207|352|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1208|Eldorado|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|[]
uniq1209|Coeburn|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1210|WA|NNP|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1211|42646|CD|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
